0	0	0.683511	-1.48479	0
-0.438796	0.865328	0	0.0660551	0
0.190276	0	0	0	0.758548
0	0	-1.77765	0.0324592	0
0	-0.256008	0	-1.93209	0
0	-1.52182	0	-0.623752	0
0.463975	0	0	0.126454	-1.4365
-0.693925	-1.85908	0	0	-1.91092
-0.260347	0	0	-0.887371	0.586051
0	0	0	-0.888375	0
0	0	2.27059	1.08558	0
0.354442	1.55761	0	0	-0.231099
-0.748009	0	-0.835668	-0.415132	0
0.58551	-0.815436	0.190902	0	0.279621
-0.888221	-1.53864	0	0	0
0	0	0	-1.46535	0
0	0	1.32293	0.959033	1.05382
-0.203045	0	0.536372	0	1.23419
0	0	-1.64761	0	2.52014
0	-0.300887	0	-0.587491	0.543812
0	0	0	-1.37297	0.703105
0	0	0	0.563315	-1.28885
0	-1.19501	0	-1.16701	-1.41751
0	-1.21355	0.809494	-0.416187	0
0	-0.0371078	-0.503066	0	-1.11516
0	-0.732301	-0.471745	-1.27566	-0.364931
0	0	0.503656	-1.4816	0
0	0.104412	-0.320538	0	-1.81799
-1.1236	0	0	0	0
0	0.778487	-0.318124	1.12008	0
0	0	-2.98268	0	1.83123
-0.342873	0.578278	0	0	0
0	0	0	0.679736	0
-0.343784	1.18297	0	0	-0.837735
0.677225	0	-1.03453	0.220723	-0.287786
-0.0610401	0	-0.626363	1.75318	0
0.252259	-1.75705	0	0	-0.519721
0	0	0	-1.64662	-0.996179
-0.464327	0	-1.5136	0	0.573535
0	0.321792	-1.01034	0.344256	-0.729652
0	0.89433	0	0.295878	0
0.799559	1.4034	-0.0521759	0	0
0.345254	0	-0.396301	0	-0.763589
-0.164037	0	0	0.984286	-0.534396
0.295551	0	-0.527652	0.691981	-0.468595
0	0	0.0574315	-0.858739	0.598206
0	0	0	0.9959	0
-0.560682	0	0	0.706969	2.17222
0	0	0	-1.40915	0
0	0	0	0.485827	0
0	0	0	-1.6012	0
0	2.60221	0	-1.59501	0
-0.146387	0.751704	0	0	0
-0.15808	0	0	-1.04693	-0.0575846
0	-0.0895556	-0.309698	0	1.41047
0	-1.10228	0.957905	0	-0.957924
0	-0.439684	0	-0.80385	0.180576
0	-0.186896	-0.0293105	0	1.30875
