0	0.673704	0.11304	0	0
2.22442	0	0	0.501996	0.0992487
0	0	0	7.23314	2.0053
0.646448	0.950026	2.96954	0	0
0	0.0346995	0.0242595	1.78025	0
0.0888361	0	1.68806	0	0
0	0	0.0830731	4.8459	0
5.11237	0	0	0	0
0	0	0.395436	0	0
0.127274	0.234165	0	0	3.39826
0.0339323	0	0.994371	1.93896	0
0.977363	0	0	0.179913	0
0	0.40685	0	0	0
2.38577	0.000178106	0	0	0
1.00969	0	0	0	0
0	0.432994	3.41769	4.35064	0
0	0	0.552641	0	0.12226
0	0.153169	0.544663	0.0490947	0
0.362824	0	0	0	1.67707
0.995756	0	1.59872	3.41253	0
0	0	1.61723	0	1.86746
2.80805	0	0	0	0
2.7369	0	0	0	0
0	0.0317224	2.86709	4.82644	0
0.127596	0.141276	0	3.24701	0
0	0.0591988	1.79359	0	0.424615
0.626429	0	0.00234186	0	0.763706
1.12313	0	0.238475	0	0.960995
0	0	1.32026	0	0.454334
0.844094	0	0	1.63408	0
0.671995	1.59943	0	0	0
0	0	3.34784	0.253158	0
0	0	0	0.258641	3.85155
0.773987	0	0.871834	0.863385	0.220004
1.38966	0.876366	0.0928393	0	0
5.05633	0	0.70334	0	0
0	0.040091	0	0	4.7644
0.0504196	0.195304	0.0333462	1.48575	0
0	0.143301	0	0.234361	0
0.912897	0	0	0	1.70967
0	0	1.11768	3.59676	0
0.6263	0.0356148	0	0	0
0	0	0	1.123	0
0	3.36483	1.62368	0	0.00106437
0.304228	0.000706184	0	0	5.80366
1.33408	0.00863293	0	0.577644	0
0.995926	0.0280005	0	0	1.91376
0	1.41759	1.26441	0	0.607431
0.213187	0.752574	1.0687	0	0
0	0	3.32589	2.2902	0
0	0	0	2.61302	0.867349
0	0	0.685814	0.712519	0.315843
3.04574	0	0.202469	0	0
0.316993	0	0	0.910633	0
0	0	0.177063	0	0.448879
0.652769	0	0	1.10646	0.00252431
0	0.0328155	1.75962	0	0
2.16707	0	0	0.163421	0
0	0	1.21857	8.12135	1.17967
1.13527	0	0.108973	0	0
0	0	0	0.763577	0
0.0999853	1.19283	0.184927	1.08131	0.278447
2.3726	0	0.0515924	0	0
0.61882	0	0.099013	0	0
0.117844	0	0	1.02532	0
0	0.392404	0.369655	0	0
0	0.931769	0.544169	0.873377	0
3.19873	0	0	0.022388	0
0.447207	0.810357	7.38837	0	0
0	0.0745277	0	0	0.54601
0.14771	0	0.003323	0.472896	0
4.01864	0.0488803	0.384235	1.20133	0
0	0	0.102723	0	1.54296
0	0	0	0.802973	0.228706
0	0.740863	0	0	0
0.882554	0	0	0	0.448924
0	0	0	0	2.13709
1.91764	0.138274	0	0	0.311294
0	0.234052	0.0935697	0	2.61365
0.22321	0	0	1.30662	0
0	0.840109	1.59932	0.288508	0
0	0.856004	1.36144	2.39694	0
0	1.22785	1.13071	3.37816	0.459751
0	0.0534506	0.651382	0	2.42807
0	0	2.60468	1.93944	0
1.21372	0	0	0.368568	0
0	0	0	0.053992	3.41708
0	0	0.138274	1.01451	4.71238
0	0	0.0210457	0.116202	1.0577
0	0.556161	2.30012	0.032904	0
0	0	1.94629	1.1112	0
0.0111016	0	0	1.98466	0
3.12919	0	0	0.0323676	0.221681
0	0	0.00611343	0	0.98123
1.16357	0	0.0408792	1.57669	0
0.895438	0	0	0.6405	0
0.372284	0	0.059044	0.0126733	0
0	0.0870148	0	1.74743	0
0.034466	0	0	0.00910971	1.93556
0.56742	0	0	0	3.15415
0.25382	0.717658	0	0	0
0.0412079	0	0.998499	1.44377	0
1.85322	0	0.0444522	0	0
0	0	0	0	1.86556
4.8314	0.0593919	0.038632	0	0
0	0.0677162	0	0	0.525668
1.04626	0	0	0	0
0.534811	0	1.20391	0.405119	0
0.645482	0	0.0328145	0	2.00436
0.0731394	0	2.514	0	0
3.44606	1.15756	2.57227	0.613706	0
0	0.154356	1.86719	0.673687	0
0.1236	0.0389261	0	0	3.3737
0	0	0	2.47686	0
0.894974	0	0	1.22513	0
0	0.662566	1.30339	0	0
0	0.797822	1.27687	1.47175	0
1.17766	0.0301726	0.545297	0	0
0	0	0	0.648301	0.106846
1.54077	0.00384118	0	1.10007	0
0	0	0.722488	0	0.873112
0	0	0	0.705615	0.435315
0	0.128404	0.103716	0.358498	4.10809
0	0.425621	0.33428	1.36896	0.0601231
1.0921	0	0	0	0.0966055
0	1.50246	3.23934	1.66052	0
0	0	1.86861	0	0.393333
0.374462	0	0	0.0246421	0
0	2.80205	0.62319	0	1.42508
0.202709	0	0	0.166496	0.598195
0	0.314045	1.23777	5.54147	0
0	0	0	0	0.378649
0	0	0.39971	0	2.42329
0	0.0544632	1.19802	0	0
0	0	0	0.764921	0
0	0	0.446631	0	0.978013
3.83205	0	0	0	0
0.691673	0.0845258	0	0	3.03733
3.03661	0.253952	0	0	9.27279
0	0	1.88307	0.0224016	0
0	0	1.39667	0	0
0.204069	0	0.98658	1.25642	0
0	0	0.159956	2.07979	0
0.0127023	0	0.821069	8.11014	0
0	1.97381	0.0713811	0	1.32492
1.5798	0	0.455869	0	0.34666
