0.772434	0	1.04309	-0.297599	-0.564579
-0.000216717	0	-0.392496	0	-1.94159
-1.40248	0.385088	0.0715751	0.0499238	0.283238
1.73139	-2.17908	0.336903	0.215403	0.572403
0	-0.111679	0	1.46652	0
-0.325351	-0.0334541	0	0	0.743468
-0.77535	1.37942	1.4823	-0.694745	0
0.927201	-1.41011	-0.681313	-0.504253	-0.701554
-0.357058	0	0	0.585879	-0.0353519
-0.463366	1.26033	-0.906194	0.362859	0
-0.486643	-0.637215	0.979181	-0.643161	0.391964
0	0	0.427325	0	-0.486794
0	0	-0.65867	0.234237	0.64776
0	0	-0.229649	0.97858	-1.90366
0	0	0.933483	0	-0.0694833
-0.116689	0	0	-0.400177	-1.4737
0.406667	0	-0.24868	-0.985985	-0.0745037
-0.52341	0.413052	-0.582181	0.099916	0.784864
0	0	0	0.987242	-1.70472
-1.55423	-0.204079	-0.603404	-0.436906	-0.155041
0	0	0.31776	-0.596332	-0.357116
-1.53688	0	-0.259871	0	0
-0.748952	1.61156	0.532348	0	0.354803
0.945358	1.64866	0.406009	-0.419616	1.03989
-1.15885	1.44981	-0.791556	-0.255721	-0.486942
-0.0882999	-0.0264515	-0.875893	0.0686413	0.455957
1.34411	0.103184	0	0	0
-0.588629	1.34095	0.547414	0.702131	0
0	0.353203	-0.75809	-0.908003	-0.179879
-0.642343	0.620153	-0.429961	1.64222	-1.42502
0.504245	-2.47324	-1.66835	0.576433	-0.649419
0	0	-1.60078	0	0.042638
-0.427187	0.747708	-0.932168	-1.70899	0
-0.137307	-0.866899	-2.33153	-1.08733	-0.146287
0	1.01365	1.33835	-0.502304	-1.07879
-0.227181	0	-0.532515	0	1.10027
-0.175169	1.08272	-0.895124	0	0
0	0	1.58085	-0.537327	0.858104
0	2.28945	-0.12723	-0.775116	0.386718
0	0.708206	0.981146	0	-0.379637
0.478879	0	-1.45956	0.391984	-1.07368
1.54101	0.853581	1.07626	-0.567498	0.640567
0	-0.859963	-1.5894	-1.50087	0.626556
0	0.44832	-1.0021	-1.14134	-0.405763
0.474104	0.971579	1.12692	-0.485613	1.70024
0	0	0.880729	0	-1.5884
-0.13592	1.24785	1.85316	0	-1.0422
-1.38608	0.244035	0	0	0.477687
0.341207	0	2.09292	0	0.420183
-0.465849	0	0	0	1.12866
-0.825965	-0.676047	0	1.08057	-0.207951
-0.785426	0.694155	0	-0.363615	1.00368
0	-0.712837	0	0.74375	0
0.873752	0	1.87997	-0.0117849	0
-1.30657	-0.270511	0	0.572182	-0.720067
0	0	0.725527	0.609596	-1.8028
0.350279	0	2.06415	0	0
-1.04382	0	-1.25214	-0.311471	1.29509
0	0	-0.766247	-0.511541	0
0.775261	2.00557	1.37816	0.730309	-0.573902
-0.710438	0	1.66628	0	0.67521
-0.815464	0	0.801638	1.31055	-1.35811
0	0	0.61423	-0.110039	0.767394
0.330953	-0.956959	0.203841	-0.889954	0.785408
0.602202	-0.969216	0.400388	-0.330792	0.613281
-0.471504	1.53548	1.82351	0.839179	-1.73956
-1.65203	0	0	0	0
0.135206	-1.11473	0.662876	-0.989096	0.719919
1.82158	0.304461	0	-0.94851	0.0635213
-0.654165	-0.954785	0	0.722091	0.94642
-0.12853	0	0.415086	0.982417	0.283043
0.268649	0	-0.481225	1.23433	-1.35518
0	-1.77549	-2.31276	0	0
0.0998769	1.64862	0.345518	0	-1.01694
-0.2905	0.470352	-0.398883	0.727296	0.849357
0.205885	0	0.928465	-0.770931	0.434171
0	1.36691	0	0	0
-0.62783	1.39558	0.284735	-0.0214701	0
-1.5103	0	-0.622139	-1.18985	0.669426
0.541995	0.020107	-0.823792	0	-0.884143
1.54341	0	0	0.923596	1.28196
0.239967	0	1.24935	0	-1.21858
-0.218203	1.49789	1.62711	-0.941371	-1.2479
-0.0392775	0	0	0	-0.526517
0	0	-0.364418	0.0903328	-1.37933
1.01248	1.12146	0.103627	0	0
-0.62725	0.86333	-0.751063	0.190504	0.956136
-1.07845	0	-0.708257	0	0.263842
0	-0.763282	-0.422657	0	-1.31608
0	0	-0.703249	0	-0.651229
0.301256	0.590043	0	0	-1.05477
-0.240585	1.70469	-0.291633	0	0.484957
-0.214115	0	0.64908	0	1.16464
0	0	1.22882	-0.633566	-0.473532
-0.885172	1.77795	0.397475	-0.357988	0.70995
0.726395	-0.18919	0	0.538537	0
2.07528	-2.66586	-0.278536	0	0.366336
0.589768	0	-1.43776	0	-0.179253
2.06336	-0.370096	-0.844929	0	0.772517
0.412931	1.43206	0	0.316189	-0.190073
-0.795684	-1.02232	0	-0.664424	0.522504
-0.347845	0	0	0.0780533	0.628696
1.57408	0.851726	0.543045	-0.371863	1.04256
1.52871	0	1.28201	-0.550671	0.474497
-1.03282	0.154623	-0.314679	0	-1.44547
0.942314	-1.38166	-0.562821	0	0.111803
0.158243	-1.20098	-0.271376	-0.797922	0
0.977908	-1.13718	-0.461662	0	-0.319493
-0.769107	1.36463	0.540728	0	0.0973321
0.51957	0.783708	-1.21434	-0.606653	0
0	1.96937	0	0	0.313193
0	0	0.888576	0.308675	0
-0.512196	-1.94899	-0.88414	-0.053239	0
-0.760187	0	1.94168	0.527088	-0.355225
0	0	1.56178	-0.332984	0.214667
